url,title,index,text
https://www.bbc.com/news/articles/cn8l35xl1l2o,GB News owner Sir Paul Marshall buys Spectator magazine for £100m - BBC News,45,"The Spectator and the Telegraph papers were put up for sale last year when they were seized by Lloyds Banking Group from long-time owners the Barclay family, who had failed to pay back a loan of more than £1bn."
https://www.bbc.com/news/articles/cn8l35xl1l2o,GB News owner Sir Paul Marshall buys Spectator magazine for £100m - BBC News,46,"They were sold to RedBird IMI in a deal which valued the publications at around £600m, before the government intervened and passed legislation, prompting RedBird to halt the takeover and put them back up for sale."
https://www.bbc.com/news/articles/cn8l35xl1l2o,GB News owner Sir Paul Marshall buys Spectator magazine for £100m - BBC News,47,"As a weekly news publication, the Spectator is not defined as a ""newspaper"" under the Enterprise Act and therefore does not fall within scope of the culture secretary’s powers to examine media mergers in the public interest."
https://www.bbc.com/news/articles/cn8l35xl1l2o,GB News owner Sir Paul Marshall buys Spectator magazine for £100m - BBC News,48,"""It is essential that the availability of a wide range of accurate and high-quality news and perspectives can be protected, and that the regime we have in place is equipped to keep up with changes and development in our media landscape,"" a spokesperson for the Department for Digital, Culture, Media and Sport said."
https://www.bbc.com/news/articles/cn8l35xl1l2o,GB News owner Sir Paul Marshall buys Spectator magazine for £100m - BBC News,49,"""The culture secretary is now considering recommendations previously put forward by the independent regulator Ofcom on the function of the current regime."""
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,50,"Barratt Developments, the UK's largest housebuilder, saw a sharp drop in profits after it built far fewer homes last year."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,51,"It completed just 14,000 in the year to June, compared to 17,000 for the previous 12 months, and says the total will be lower again next year."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,52,"Pre-tax profit fell by three quarters for the year, which Barratt blamed on high interest rates putting off housebuyers and inflation pushing up costs."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,53,"The completion figures pose a problem for the new Labour government's pledge to ""get Britain building""."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,54,"Chief executive David Thomas said the firm was ""well-positioned to meet the strong underlying demand for new homes""."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,55,"However, the firm forecasts it will only finish between 13,000 and 13,500 new homes next year."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,56,"The government has made increasing the supply of housing a priority, pledging to build 1.5 million more homes in England over the next five years."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,57,"It has promised to reform the planning process, free up parts of the green belt, and reintroduce mandatory housing targets for local authorities."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,58,"Mr Thomas said the firm welcomed the government's proposed reforms of the planning system as a ""key lever to increase house building, drive economic growth and tackle the chronic under-supply of high-quality, sustainable homes""."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,59,"The government hopes changes to planning policy will increase housebuilding, but Barratt's results show the extent to which mortgage rates affect how much it decides to build."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,60,"Aarin Chiekrie, an equity analyst at Hargreaves Lansdown, said Barratt's numbers were ""a painful read for investors"" despite being in line with market expectations."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,61,"""With fewer homes being sold and at lower prices, less cash has come through the front door,"" he wrote in a note."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,62,"""With a new government now in power, there’s increased hope that some of the issues hindering housebuilders, like planning regulations, can be fixed,"" he said."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,63,"""But further easing of mortgage rates will be necessary for activity to pick up significantly,"" he added."
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,64,Barratt also revealed a jump in the cash it has set aside for cladding removal as it continues to probe its buildings following the Grenfell fire tragedy.
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,65,"Having assessed 53% of its buildings, it says its ""current best estimate"" for the final cost of fixing them £628m, much higher than the £536m it had calculated last year. "
https://www.bbc.com/news/articles/c8rx23jdkd5o,Barratt: Biggest UK housing firm to build fewer homes - BBC News,66,"Barratt is in the process of acquiring fellow housebuilder Redrow, although the deal is still awaiting approval from the competition regulator."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,67,People have been encouraged to register for a conference that aims to provide insights into the Isle of Man government's future plans.
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,68,"The 2024 Government Conference, which is set to take place on 17 and 18 September from 08:00 to 17:00 BST at the Comis Hotel in Santon, will focus on business and the economy."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,69,"Cabinet Office Minister Kate Lord-Brennan said this year's event was ""geared towards the business community"" and was an ""important opportunity"" to provide updates on several topics."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,70,"The combination of presentations, panel sessions and roundtable discussions would allow attendees to ""connect directly"" with ministers and key speakers, she said."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,71,"The third annual event will also provide an opportunity to discuss island security, air and sea connectivity ambitions and the future delivery of public services."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,72,"The conference is set to include panel discussions with Chief Minister Alfred Cannan and Treasury Minister Alex Allinson, as well as an update on the island's economic development initiatives by Enterprise Minister Tim Johnston."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,73,"As part of the event, workshops will be held by representatives of the Institute of Directors Isle of Man on enhancing the island's business and economic proposition."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,74,"Representatives from the Isle of Man Steam Packet Company and the airport will also be involved in panel discussions, and presentations will be provided with updates on preventing organised crime and the island's immigration services and enforcement."
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,75,Attendees can register for individual sessions or for a whole day.
https://www.bbc.com/news/articles/c5y53e7m3j7o,People encouraged to 'connect' with government at annual conference - BBC News,76,"Why not follow BBC Isle of Man on Facebook, external and X, external? You can also send story ideas to IsleofMan@bbc.co.uk"
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,77,One of the UK's largest mobile network providers is advising parents not to give primary school-aged children their own smartphone.
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,78,"EE, which is owned by BT, said it aims to improve children's ""digital wellbeing"" after receiving increasing requests for guidance from parents."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,79,"It said that under-11s should be given ""non-smart"" devices that have similar capabilities as old brick phones."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,80,The recommendation - announced for the start of the new school year - comes amid growing concern about the effects of smartphone and internet usage on children's mental health and behaviour.
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,81,"Access to the internet can support young people's education and social activities, as well as helping parents keep track of their whereabouts. "
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,82,"But, some experts warn it contributes to shorter attention spans, exposes children to harmful content, and displaces other activities such as playing outside or talking to friends."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,83,"EE said under-11s should be given phones that can be used to text and make calls, but without access to the internet or social media apps like TikTok and Youtube."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,84,"The firm, which is marketing a phone with limited capabilities for children, suggests parents use apps and settings to monitor older children's internet usage."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,85,"Its corporate affairs director Mat Sears said EE wanted to help parents and caregivers ""make the best choices for their children""."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,86,"He told the BBC: ""Under-11s we feel should not be given access to smartphones. They don't need the usage of a smartphone and, actually, a feature phone - or a dumb phone, as some people call them - is more suitable."""
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,87,"Almost a quarter of five-to-seven-year-olds now have their own smartphone, recent research from the telecoms regulator Ofcom found."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,88,"By age 11, when children typically transfer to secondary school, almost all have a phone of some kind, it says."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,89,"Ofcom described its research, published earlier this year, as a ""wake-up call"" after it found over half of under-13s were using social media, despite most of the big platforms having rules requiring that users are over 13."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,90,Mr Sears said he believed smartphones were appropriate for children aged between 11 and 13 - but not access to social media. 
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,91,"For 13-to-16-year-olds, he advised parents to exercise ""care and attention"" over which social media apps they download."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,92,"""We think it's absolutely fine and okay for social media to be used [by over-13s] but various parental controls and privacy settings should be put in place, as well as screen locks for the amount of time that is being placed on these various social media sites."""
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,93,"Clare Fernyhough, co-founder of grassroots campaign group Smartphone Free Childhood, welcomed EE’s new guidance."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,94,"“It’s a positive move to get parents to question this norm that ‘yeah I’ll just get them a smart phone',"" she said."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,95,Ms Fernyhough continued: “I would challenge the idea all children need a phone.
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,96,"“[But] if a child needs a phone at all, absolutely it should be a simple phone. They are far less addictive."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,97,"“The way smartphones are, they are adult devices, they are not safe for children."""
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,98,"She would like to see a mechanism introduced for verifying a person’s age on the device itself, not just when signing up to access content, as is the case now."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,99,"Recent government legislation aims to ensure children are not exposed to harmful online content, such as material that promotes suicide and self-harm, eating disorders, and violent content. "
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,100,"The Online Safety Act places more responsibility on technology platforms, introducing a legal duty of care towards their users."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,101,"But the Act does not come into force until 2025, and critics, including Ms Fernyhough, say while it is a step in the right direction it does not go far enough to protect young people."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,102,"Some other countries, including France, Italy and the Netherlands, have banned the use of smartphones in schools."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,103,"Last year, China's regulator proposed limiting daily screen time for children up to the age of 18."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,104,The UK's Commons education committee said in May that the government should consider a total ban on smartphones for under-16s.
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,105,"Prime Minister Sir Keir Starmer said in July that he does not support ""simply banning"" phones for under-16s, but that the government needed to ""look again"" at what content children were accessing online."
https://www.bbc.com/news/articles/c4gvpy3yz1yo,EE tells parents not to give smartphones to primary-age children - BBC News,106,"Last year, parents from eight primary schools in County Wicklow, Ireland, agreed not to give their children smartphones before they went to secondary school to relieve the peer pressure from other children already having access."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,107,Fish and chips is a British family favourite equally enjoyed around the table on a Friday night or out of the paper on an often overcast beach.
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,108,"But the deep fried delicacy has seen the biggest price increase of some of the UK’s most popular takeaways, according to new figures."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,109,The average price for a portion of fish and chips rose more than 50% to nearly £10 in the five years to July – while the cost of a kebab went up 44% and pizza 30%.
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,110,"Chip shop owners cite a ""perfect storm"" of costs in recent years, including soaring energy bills, tariffs on seafood imports and extreme weather hammering potato harvests."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,111,This all means a family of four won't get much change out of a £50 note once they've forked out for their tea and added some mushy peas and cans of pop.
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,112,"""I’ve never known an onslaught of pressures in terms of costs going up,"" said Jon Long, of Long John’s Fish and Chips in Dorset."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,113,Jon is the third generation of his family in the trade and his daughter Emma has recently taken the helm of the business.
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,114,"He added: ""I’d like to think we’ll see a fifth generation but I’m not sure."""
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,115,"Fish and chips has been a staple on the menus of British families for decades, so much so that supplies of the two ingredients were protected during both world wars."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,116,"But according to Jon, a combination of increased energy and labour costs, sanctions on Russian seafood due to the invasion of Ukraine, and poor potato harvests, have forced fish and chip shops to raise their prices."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,117,"The average price of takeaway fish and chips was £9.88 in July this year, according to data from the Office for National Statistics (ONS). That was up by 52% compared with £6.48 in July 2019."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,118,"While the ONS says the figures are estimates, it suggests the cost of a fish supper has gone up more in percentage terms than that for pizza, or an Indian or Chinese main course."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,119,"""We’ve had the perfect storm of events in terms of cost pressures,"" said Jon."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,120,"""It’s not a cheap meal anymore. I think it’s still good value but it has become more expensive."""
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,121,"In March 2022, the UK government announced a 35% tariff on Russian seafood imports in response to the invasion of Ukraine, at a time when food prices across the UK were rising at the fastest rate in more than a decade."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,122,"More recently, extreme weather conditions have hit potato harvests."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,123,"Cedric Porter, a potato market expert, said the rise in spud prices had been ""dramatic""."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,124,"He added: ""We’ve seen very high potato prices because of a small crop last year, and there's been a small crop across the whole of Europe."""
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,125,"Prices paid to UK farmers for potatoes have shot up over the last two years, according to the latest figures from the Department for Environment Food and Rural Affairs' Agricultural Price Index (API)."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,126,"Angela Cartwright, owner of Kingfisher Fish Bar in Salford, previously told BBC Breakfast that potato prices were ""extortionate""."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,127,"She said: ""People think that fish and chips is a cheap meal and it just isn’t. People are prepared to pay £15-20 for a pizza but they’re not prepared to pay it for a portion of fish and chips."""
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,128,"Jon said the current economic climate was the ""toughest set of conditions"" he had faced in his 30-plus years in the business."
https://www.bbc.com/news/articles/cn7l6kzppyxo,Fish and chips UK takeaway with biggest price rise - BBC News,129,"""More and more pubs, hotels, chip shops, bakers and other businesses are shutting down due to crippling costs,"" he said."
